timestamp,energia_kwh,agua_litros,hour,dayofweek,month,is_weekend,costo_luz_usd,costo_agua_usd,costo_total_usd
2012-04-01 07:00:00,3.1155833333333334,7.57,7,6,4,1,0.49849333333333334,0.011355,0.5098483333333333
2012-04-01 08:00:00,2.4265499999999998,0.0,8,6,4,1,0.388248,0.0,0.388248
2012-04-01 09:00:00,2.4419166666666663,0.0,9,6,4,1,0.3907066666666666,0.0,0.3907066666666666
2012-04-01 10:00:00,2.455633333333333,0.0,10,6,4,1,0.3929013333333333,0.0,0.3929013333333333
2012-04-01 11:00:00,2.735166666666667,3.785,11,6,4,1,0.4376266666666668,0.0056775,0.4433041666666668
2012-04-01 12:00:00,2.8215833333333333,0.0,12,6,4,1,0.4514533333333333,0.0,0.4514533333333333
2012-04-01 13:00:00,2.62345,0.0,13,6,4,1,0.419752,0.0,0.419752
2012-04-01 14:00:00,2.60575,7.57,14,6,4,1,0.41692,0.011355,0.428275
2012-04-01 15:00:00,3.7515333333333336,68.13,15,6,4,1,0.6002453333333334,0.102195,0.7024403333333334
2012-04-01 16:00:00,2.253766666666667,15.14,16,6,4,1,0.36060266666666674,0.02271,0.38331266666666675
2012-04-01 17:00:00,2.6059666666666668,3.785,17,6,4,1,0.4169546666666667,0.0056775,0.4226321666666667
2012-04-01 18:00:00,2.400333333333333,7.57,18,6,4,1,0.3840533333333333,0.011355,0.3954083333333333
2012-04-01 19:00:00,2.893966666666667,37.85,19,6,4,1,0.4630346666666667,0.056775000000000006,0.5198096666666667
2012-04-01 20:00:00,1.7336166666666666,26.495,20,6,4,1,0.27737866666666666,0.0397425,0.3171211666666667
2012-04-01 21:00:00,3.0533333333333332,79.485,21,6,4,1,0.4885333333333333,0.1192275,0.6077608333333333
2012-04-01 22:00:00,2.7748000000000004,41.635000000000005,22,6,4,1,0.4439680000000001,0.06245250000000001,0.5064205
2012-04-01 23:00:00,2.16285,102.19500000000001,23,6,4,1,0.34605600000000003,0.15329250000000003,0.4993485000000001
2012-04-02 00:00:00,3.259616666666667,15.14,0,0,4,0,0.5215386666666667,0.02271,0.5442486666666667
2012-04-02 01:00:00,2.4074166666666663,140.04500000000002,1,0,4,0,0.3851866666666666,0.21006750000000002,0.5952541666666666
2012-04-02 02:00:00,8.997133333333332,174.11,2,0,4,0,1.4395413333333331,0.26116500000000004,1.7007063333333332
2012-04-02 03:00:00,3.707533333333333,189.25,3,0,4,0,0.5932053333333334,0.283875,0.8770803333333334
2012-04-02 04:00:00,4.111233333333333,71.915,4,0,4,0,0.6577973333333332,0.10787250000000001,0.7656698333333333
2012-04-02 05:00:00,2.36385,3.785,5,0,4,0,0.378216,0.0056775,0.3838935
2012-04-02 06:00:00,2.7599666666666667,15.14,6,0,4,0,0.4415946666666667,0.02271,0.4643046666666667
2012-04-02 07:00:00,2.2737000000000003,0.0,7,0,4,0,0.36379200000000006,0.0,0.36379200000000006
2012-04-02 08:00:00,2.354366666666667,0.0,8,0,4,0,0.37669866666666674,0.0,0.37669866666666674
2012-04-02 09:00:00,2.13115,0.0,9,0,4,0,0.340984,0.0,0.340984
2012-04-02 10:00:00,2.582066666666667,0.0,10,0,4,0,0.4131306666666667,0.0,0.4131306666666667
2012-04-02 11:00:00,2.303666666666667,0.0,11,0,4,0,0.36858666666666673,0.0,0.36858666666666673
2012-04-02 12:00:00,1.7016333333333336,0.0,12,0,4,0,0.27226133333333336,0.0,0.27226133333333336
2012-04-02 13:00:00,2.8284666666666665,30.28,13,0,4,0,0.45255466666666666,0.04542,0.4979746666666667
2012-04-02 14:00:00,2.606216666666667,7.57,14,0,4,0,0.41699466666666674,0.011355,0.42834966666666674
2012-04-02 15:00:00,3.1941333333333333,30.28,15,0,4,0,0.5110613333333334,0.04542,0.5564813333333334
2012-04-02 16:00:00,1.3505833333333335,22.71,16,0,4,0,0.21609333333333336,0.034065000000000005,0.25015833333333337
2012-04-02 17:00:00,2.2035833333333334,90.84,17,0,4,0,0.35257333333333335,0.13626000000000002,0.48883333333333334
2012-04-02 18:00:00,1.1618333333333335,49.205,18,0,4,0,0.18589333333333335,0.0738075,0.2597008333333334
2012-04-02 19:00:00,2.1622166666666667,26.495,19,0,4,0,0.3459546666666667,0.0397425,0.3856971666666667
2012-04-02 20:00:00,0.9576,3.785,20,0,4,0,0.153216,0.0056775,0.1588935
2012-04-02 21:00:00,1.5166166666666665,0.0,21,0,4,0,0.24265866666666663,0.0,0.24265866666666663
2012-04-02 22:00:00,1.7283833333333332,18.925,22,0,4,0,0.2765413333333333,0.028387500000000003,0.3049288333333333
2012-04-02 23:00:00,2.7983833333333337,22.71,23,0,4,0,0.4477413333333334,0.034065000000000005,0.4818063333333334
2012-04-03 00:00:00,1.4315166666666665,83.27000000000001,0,1,4,0,0.22904266666666664,0.12490500000000002,0.35394766666666666
2012-04-03 01:00:00,3.076633333333333,26.495,1,1,4,0,0.49226133333333333,0.0397425,0.5320038333333333
2012-04-03 02:00:00,4.9318,94.625,2,1,4,0,0.789088,0.1419375,0.9310255000000001
2012-04-03 03:00:00,1.3579333333333334,109.765,3,1,4,0,0.21726933333333334,0.1646475,0.38191683333333337
2012-04-03 04:00:00,1.2605000000000002,147.615,4,1,4,0,0.20168000000000003,0.22142250000000002,0.42310250000000005
2012-04-03 05:00:00,4.057549999999999,0.0,5,1,4,0,0.6492079999999999,0.0,0.6492079999999999
2012-04-03 06:00:00,2.767,41.635000000000005,6,1,4,0,0.44272,0.06245250000000001,0.5051725
2012-04-03 07:00:00,2.2334666666666667,3.785,7,1,4,0,0.35735466666666665,0.0056775,0.36303216666666666
2012-04-03 08:00:00,1.8859333333333335,0.0,8,1,4,0,0.30174933333333337,0.0,0.30174933333333337
2012-04-03 09:00:00,1.1366,0.0,9,1,4,0,0.18185600000000002,0.0,0.18185600000000002
2012-04-03 10:00:00,2.2265666666666664,0.0,10,1,4,0,0.3562506666666666,0.0,0.3562506666666666
2012-04-03 11:00:00,2.1130666666666666,0.0,11,1,4,0,0.33809066666666665,0.0,0.33809066666666665
2012-04-03 12:00:00,1.7025666666666666,0.0,12,1,4,0,0.27241066666666663,0.0,0.27241066666666663
2012-04-03 13:00:00,2.46335,22.71,13,1,4,0,0.39413600000000004,0.034065000000000005,0.42820100000000005
2012-04-03 14:00:00,2.15315,0.0,14,1,4,0,0.34450400000000003,0.0,0.34450400000000003
2012-04-03 15:00:00,2.397333333333333,22.71,15,1,4,0,0.3835733333333333,0.034065000000000005,0.41763833333333333
2012-04-03 16:00:00,2.3651666666666666,15.14,16,1,4,0,0.3784266666666667,0.02271,0.4011366666666667
2012-04-03 17:00:00,1.0632166666666665,7.57,17,1,4,0,0.17011466666666664,0.011355,0.18146966666666664
2012-04-03 18:00:00,2.1257166666666665,0.0,18,1,4,0,0.3401146666666666,0.0,0.3401146666666666
2012-04-03 19:00:00,2.5188833333333336,3.785,19,1,4,0,0.4030213333333334,0.0056775,0.4086988333333334
2012-04-03 20:00:00,2.46215,0.0,20,1,4,0,0.39394399999999996,0.0,0.39394399999999996
2012-04-03 21:00:00,2.5147833333333334,3.785,21,1,4,0,0.40236533333333335,0.0056775,0.40804283333333335
2012-04-03 22:00:00,3.2937833333333337,30.28,22,1,4,0,0.5270053333333334,0.04542,0.5724253333333335
2012-04-03 23:00:00,5.6819999999999995,87.055,23,1,4,0,0.9091199999999999,0.13058250000000002,1.0397025
2012-04-04 00:00:00,4.471833333333333,26.495,0,2,4,0,0.7154933333333332,0.0397425,0.7552358333333332
