timestamp,hour,dayofweek,month,is_weekend,temp_c,energia_kwh,agua_litros
2024-12-01 00:00:00,0,6,12,1,23.0314873831774,0.7776629535499154,13.161420228401623
2024-12-01 01:00:00,1,6,12,1,23.19755644135361,0.551292784267157,15.030992555061065
2024-12-01 02:00:00,2,6,12,1,24.683814444652242,0.5648374121294434,10.674710494229059
2024-12-01 03:00:00,3,6,12,1,26.366590224489237,0.7604514764905301,19.818489786738603
2024-12-01 04:00:00,4,6,12,1,26.001397421026013,0.7584158777314289,12.599270604047213
2024-12-01 05:00:00,5,6,12,1,27.02910337232911,0.8848324340541758,30.399320599061944
2024-12-01 06:00:00,6,6,12,1,29.42457947587847,1.2862757864828023,34.055967629291196
2024-12-01 07:00:00,7,6,12,1,29.572670455366445,1.318129985865455,40.912576831815315
2024-12-01 08:00:00,8,6,12,1,29.179024551288308,1.1853847178887689,35.28304557195847
2024-12-01 09:00:00,9,6,12,1,30.342293090466676,1.0498275126048433,27.071196955415804
2024-12-01 10:00:00,10,6,12,1,29.624811455050903,0.7561392973680807,20.40356751173139
2024-12-01 11:00:00,11,6,12,1,29.437972529825096,0.8779718758151612,17.15960347688332
2024-12-01 12:00:00,12,6,12,1,29.559453756484416,0.6250447153881193,12.269469326639307
2024-12-01 13:00:00,13,6,12,1,27.161207921983205,0.7560384688472341,16.01798488978399
2024-12-01 14:00:00,14,6,12,1,26.454402119817885,0.8397700453902028,9.802506073954051
2024-12-01 15:00:00,15,6,12,1,26.40200363724441,0.5903811378887007,13.853977029601237
2024-12-01 16:00:00,16,6,12,1,25.001014982927778,0.7681941253422486,18.604167884304395
2024-12-01 17:00:00,17,6,12,1,25.03498492818776,1.0603296963905353,23.132543978182238
2024-12-01 18:00:00,18,6,12,1,23.112371516110475,1.25915669522705,26.062317312705485
2024-12-01 19:00:00,19,6,12,1,21.911434366887647,1.3094244267012158,25.562725121183874
2024-12-01 20:00:00,20,6,12,1,23.617914955100975,1.3290328906323143,27.370074004902285
2024-12-01 21:00:00,21,6,12,1,21.911133904012868,1.422167568973051,18.139389695730735
2024-12-01 22:00:00,22,6,12,1,22.058476954449468,1.2617871507045877,21.350426249328745
2024-12-01 23:00:00,23,6,12,1,21.049645118347932,0.829642621674542,13.61505915194491
2024-12-02 00:00:00,0,0,12,0,22.284676661927442,0.5791326389684287,7.9269142649003985
2024-12-02 01:00:00,1,0,12,0,23.48297273483762,0.7223778562515838,9.024696750343848
2024-12-02 02:00:00,2,0,12,0,23.33093553301302,0.765854342550568,13.085902884383321
2024-12-02 03:00:00,3,0,12,0,25.534791534818527,0.6915403316906553,14.721241567604554
2024-12-02 04:00:00,4,0,12,0,25.79427594964881,0.8606456627646341,23.855125745342036
2024-12-02 05:00:00,5,0,12,0,27.06912471883301,0.9051898919498729,21.460040307653554
2024-12-02 06:00:00,6,0,12,0,27.765910714468212,1.0111692897703997,32.11068133842696
2024-12-02 07:00:00,7,0,12,0,30.526612000430443,1.3639769903989376,32.18976976875432
2024-12-02 08:00:00,8,0,12,0,29.629873061025094,1.267338038920609,30.51433023043309
2024-12-02 09:00:00,9,0,12,0,29.148143093212354,0.9773988804620778,29.627455838102012
2024-12-02 10:00:00,10,0,12,0,30.739648319762598,0.7184907434346659,14.537176861124593
2024-12-02 11:00:00,11,0,12,0,28.919948193483656,0.559387884504459,16.063346008221668
2024-12-02 12:00:00,12,0,12,0,29.619041596014565,0.6742623449229771,14.138687355589562
2024-12-02 13:00:00,13,0,12,0,27.210162799384797,0.800446089761973,12.576201628384718
2024-12-02 14:00:00,14,0,12,0,26.85785432748874,0.8452706524172,14.336417092021032
2024-12-02 15:00:00,15,0,12,0,27.09538943011166,0.8760757218589887,10.038092262878873
2024-12-02 16:00:00,16,0,12,0,26.48811992397082,0.7576781231492612,20.511020352035732
2024-12-02 17:00:00,17,0,12,0,25.006748467842694,0.8776971623286254,24.999528521129257
2024-12-02 18:00:00,18,0,12,0,23.832338931396023,1.2608254114734054,23.486723882297284
2024-12-02 19:00:00,19,0,12,0,22.886461152263625,1.4770917759777313,32.49013878734164
2024-12-02 20:00:00,20,0,12,0,21.348645128448965,1.5375169605200503,22.148325905164942
2024-12-02 21:00:00,21,0,12,0,21.601946358465504,1.2121754473940907,20.426285448011566
2024-12-02 22:00:00,22,0,12,0,21.72201015471047,1.124473491478757,19.837666307761733
2024-12-02 23:00:00,23,0,12,0,23.121208229073005,0.9900989150262133,12.14032465973482
2024-12-03 00:00:00,0,1,12,0,23.08111875053691,0.7482458233281095,8.401144170879965
2024-12-03 01:00:00,1,1,12,0,22.069843816114094,0.7765829243134725,7.7735959575369415
2024-12-03 02:00:00,2,1,12,0,24.59703884780125,0.7173436314358826,19.137451665452538
2024-12-03 03:00:00,3,1,12,0,25.012208573143493,0.7545256208674844,12.714691801710062
2024-12-03 04:00:00,4,1,12,0,25.819290578673645,0.8012028266025095,17.388945400233254
2024-12-03 05:00:00,5,1,12,0,27.87786202707488,1.0559601430290386,21.23724608553307
2024-12-03 06:00:00,6,1,12,0,29.158116899583046,1.282588567129104,34.837312578502726
2024-12-03 07:00:00,7,1,12,0,29.875854825450805,1.3973617367589055,33.02335441232673
2024-12-03 08:00:00,8,1,12,0,29.055338099571888,1.222349164729083,30.518505707089332
2024-12-03 09:00:00,9,1,12,0,29.83298321303066,1.0225916937797608,25.47410100614248
2024-12-03 10:00:00,10,1,12,0,30.432664412537452,0.8801143222209996,14.754047748855848
2024-12-03 11:00:00,11,1,12,0,30.763100492492917,0.7799505961451733,13.76647192747549
2024-12-03 12:00:00,12,1,12,0,29.154652607069085,0.7609178050364667,17.166594047056197
2024-12-03 13:00:00,13,1,12,0,28.71541299449212,0.8541332078929017,13.933479100009933
2024-12-03 14:00:00,14,1,12,0,27.121376464737217,0.7478602187451597,13.169734099730894
2024-12-03 15:00:00,15,1,12,0,26.06697641948638,0.6847186472178062,14.162747537100334
2024-12-03 16:00:00,16,1,12,0,26.633408595224406,0.929087172038944,14.374647540695369
2024-12-03 17:00:00,17,1,12,0,26.04068714308193,0.8570498065221213,25.213448995023473
2024-12-03 18:00:00,18,1,12,0,23.953290737376904,1.1030206119014871,20.90893839741714
2024-12-03 19:00:00,19,1,12,0,24.01621170438323,1.4471665012899457,25.853598881392774
2024-12-03 20:00:00,20,1,12,0,22.90681281811557,1.5491396667786583,23.690486398843124
2024-12-03 21:00:00,21,1,12,0,21.747767198831728,1.2890766524674675,22.251276987842132
2024-12-03 22:00:00,22,1,12,0,22.465678933219586,1.1728802018684288,18.851520932819113
2024-12-03 23:00:00,23,1,12,0,23.591980978605203,0.9324594108328453,13.421281626942335
2024-12-04 00:00:00,0,2,12,0,22.86355356559672,0.6508563715769071,13.417790826857429
2024-12-04 01:00:00,1,2,12,0,24.817981143058027,0.7942119656805184,13.594351416135348
2024-12-04 02:00:00,2,2,12,0,22.32796586701616,0.7735688255624039,6.138547007032738
2024-12-04 03:00:00,3,2,12,0,26.063786678979266,0.7199587837489607,9.534796946193069
2024-12-04 04:00:00,4,2,12,0,26.516456111511488,0.742655341419128,16.13096461832284
2024-12-04 05:00:00,5,2,12,0,27.235305393632032,0.843538881352045,22.890742291365626
2024-12-04 06:00:00,6,2,12,0,28.49271618081723,1.3796209336611223,28.394447474622766
2024-12-04 07:00:00,7,2,12,0,27.626765876479674,1.3961561709675563,37.61678170412137
